transaction_id,vendor_id,transaction_date,transaction_type,amount,currency,account_id,account_name,description,status,invoice_number,reference_number,notes
TXN0000222,V00177,2025-10-13,Credit Memo,27.41,USD,1011,Additional Paid-in Capital,Transaction for V00177,Completed,INV302957,,Data quality issue
TXN0000223,V00431,2023-08-30,Expense,3927.25,USD,1021,Marketing,Transaction for V00431,Completed,,,
TXN0000224,V00108,2023-05-19,Payment,0.34,USD,1000,Cash,Transaction for V00108,Rejected,INV859584,REF13816,
TXN0000225,V00178,2024-02-02,Invoice,3032.8,USD,1002,Inventory,Transaction for V00178,Hold,,REF80381,
TXN0000226,V00228,2025-08-05,Credit Memo,138.15,USD,1003,Equipment,Transaction for V00228,Rejected,INV811141,REF80239,Data quality issue
TXN0000227,V00121,2024-11-10,Expense,16.39,USD,1001,Accounts Receivable,Transaction for V00121,Hold,INV983326,,
TXN0000228,V00478,2024-01-19,Payment,27059.77,USD,1020,Travel,Transaction for V00478,Rejected,INV621199,REF58704,
TXN0000229,V00145,2024-09-11,Payment,971.66,USD,1012,Product Sales,Transaction for V00145,Hold,INV937838,REF75543,
TXN0000230,V00537,2024-11-27,Invoice,2265.38,USD,1020,Travel,Transaction for V00537,Pending,INV641218,REF27395,
TXN0000231,V00278,2023-03-16,Credit Memo,776.98,USD,1002,Inventory,Transaction for V00278,Pending,INV148381,,
TXN0000232,V00393,2024-10-01,Expense,191.48,USD,1013,Service Revenue,Transaction for V00393,Completed,,,
TXN0000233,V00416,2025-06-22,Invoice,14896.49,USD,1006,Short-term Debt,Transaction for V00416,Rejected,INV384218,,
TXN0000234,V00381,2024-08-03,Credit Memo,1465.29,USD,1021,Marketing,Transaction for V00381,Hold,,,
TXN0000235,V00419,2023-04-14,Credit Memo,2230.3,USD,1028,Benefits,Transaction for V00419,Rejected,INV957150,,
TXN0000236,V00120,2025-12-28,Payment,1127.24,USD,1008,Accrued Expenses,Transaction for V00120,Hold,,REF94465,
TXN0000237,V00534,2025-08-11,Refund,5615.6,USD,1023,Insurance,Transaction for V00534,Completed,INV797492,REF52567,
TXN0000238,V00290,2023-03-03,Invoice,11374.26,USD,1029,Shipping & Logistics,Transaction for V00290,Rejected,INV733801,REF76577,
TXN0000239,V00321,2023-08-08,Invoice,1864.4,USD,1026,Vendor Payments,Transaction for V00321,Completed,INV605806,REF54658,
TXN0000240,V00390,2025-06-01,Credit Memo,838.13,USD,1021,Marketing,Transaction for V00390,Completed,,REF85260,
TXN0000241,V00313,2023-08-23,Refund,266.79,USD,1019,Office Supplies,Transaction for V00313,Pending,INV818807,REF59664,
TXN0000242,V00548,2023-05-06,Invoice,904.04,USD,1000,Cash,Transaction for V00548,Completed,INV405663,REF85750,
TXN0000243,V00142,2024-02-26,Expense,135.16,USD,1027,Payroll Tax,Transaction for V00142,Pending,INV741194,REF62978,
TXN0000244,V00502,2024-08-25,Credit Memo,11905.62,USD,1000,Cash,Transaction for V00502,Rejected,,,Data quality issue
TXN0000245,V00426,2025-06-03,Credit Memo,43.48,USD,1027,Payroll Tax,Transaction for V00426,Completed,INV597938,,
TXN0000246,V00158,2025-01-07,Invoice,43.22,USD,1008,Accrued Expenses,Transaction for V00158,Pending,,,
TXN0000247,V00377,2025-09-23,Credit Memo,4775.99,USD,1029,Shipping & Logistics,Transaction for V00377,Hold,INV576467,REF82358,
TXN0000248,V00122,2025-02-26,Credit Memo,1727.64,USD,1000,Cash,Transaction for V00122,Hold,INV348250,REF45291,
TXN0000249,V00531,2025-01-21,Payment,23.51,USD,1030,Research & Development,Transaction for V00531,Completed,INV651978,REF46624,
TXN0000250,V00055,2023-06-10,Payment,110.23,USD,1030,Research & Development,Transaction for V00055,Rejected,INV460234,REF11413,
TXN0000251,V00340,2025-11-15,Invoice,4.61,USD,1018,Utilities,Transaction for V00340,Pending,INV726667,REF83886,
TXN0000252,V00086,2025-08-27,Credit Memo,4544.75,USD,1018,Utilities,Transaction for V00086,Pending,INV186518,,Data quality issue
TXN0000253,V00055,2024-07-23,Credit Memo,1254.07,USD,1011,Additional Paid-in Capital,Transaction for V00055,Completed,INV487728,REF44242,
TXN0000254,V00398,2024-04-28,Expense,19458.85,USD,1002,Inventory,Transaction for V00398,Pending,INV724473,REF30204,
TXN0000255,V00448,2025-04-25,Payment,72.75,USD,1022,Maintenance,Transaction for V00448,Rejected,INV221628,,
TXN0000256,V00378,2025-09-02,Refund,26.46,USD,1014,Subscription Revenue,Transaction for V00378,Hold,INV252200,REF66981,Data quality issue
TXN0000257,V00142,2025-07-08,Refund,7662.27,USD,1022,Maintenance,Transaction for V00142,Rejected,INV380061,REF43468,
TXN0000258,V00017,2025-03-12,Credit Memo,196.13,USD,1012,Product Sales,Transaction for V00017,Rejected,INV288656,REF11386,
TXN0000259,V00305,2023-05-20,Expense,20.01,USD,1018,Utilities,Transaction for V00305,Completed,,REF17455,
TXN0000260,V00125,2024-03-20,Payment,249.42,USD,1007,Long-term Debt,Transaction for V00125,Completed,INV900962,REF84195,
TXN0000261,V00189,2024-01-14,Expense,384.9,USD,1029,Shipping & Logistics,Transaction for V00189,Hold,INV800007,REF52389,
TXN0000262,V00280,2023-06-01,Payment,3800.88,USD,1021,Marketing,Transaction for V00280,Rejected,INV377521,,Data quality issue
TXN0000263,V00507,2024-02-15,Invoice,224.75,USD,1027,Payroll Tax,Transaction for V00507,Pending,INV850151,,Data quality issue
TXN0000264,V00010,2023-05-25,Refund,188.87,USD,1001,Accounts Receivable,Transaction for V00010,Completed,INV100909,REF97111,
TXN0000265,V00426,2023-11-07,Refund,47.12,USD,1031,Software Licenses,Transaction for V00426,Hold,INV863119,REF19188,
TXN0000266,V00425,2023-01-07,Payment,135.9,USD,1030,Research & Development,Transaction for V00425,Rejected,INV417538,REF92873,
TXN0000267,V00231,2023-07-05,Invoice,893.01,USD,1018,Utilities,Transaction for V00231,Completed,INV502824,REF49173,
TXN0000268,V00294,2023-08-07,Invoice,330.6,USD,1028,Benefits,Transaction for V00294,Completed,,,
TXN0000269,V00200,2024-05-03,Payment,864.41,USD,1028,Benefits,Transaction for V00200,Pending,INV454123,REF15611,
TXN0000270,V00536,2024-03-09,Credit Memo,25.3,USD,1009,Common Stock,Transaction for V00536,Completed,INV138669,REF74080,
TXN0000271,V00047,2025-08-23,Payment,6677.03,USD,1019,Office Supplies,Transaction for V00047,Hold,INV975930,REF23937,
TXN0000272,V00191,2024-03-27,Expense,7260.41,USD,1025,Depreciation,Transaction for V00191,Pending,INV703945,REF52151,
TXN0000273,V00150,2024-03-12,Invoice,563.64,USD,1026,Vendor Payments,Transaction for V00150,Rejected,INV559969,,
TXN0000274,V00497,2023-10-01,Invoice,765.71,USD,1024,Professional Services,Transaction for V00497,Pending,INV184643,,
TXN0000275,V00150,2023-07-02,Invoice,1944.82,USD,1030,Research & Development,Transaction for V00150,Completed,,,
TXN0000276,V00039,2024-05-04,Credit Memo,104.23,USD,1031,Software Licenses,Transaction for V00039,Pending,INV920597,REF64891,Data quality issue
TXN0000277,V00547,2024-04-27,Refund,6302.12,USD,1014,Subscription Revenue,Transaction for V00547,Completed,INV303129,,
TXN0000278,V00537,2025-08-29,Payment,269.43,USD,1002,Inventory,Transaction for V00537,Rejected,INV555786,,
TXN0000279,V00429,2025-07-17,Refund,4228.37,USD,1001,Accounts Receivable,Transaction for V00429,Pending,,,
TXN0000280,V00378,2024-10-29,Invoice,901.2,USD,1020,Travel,Transaction for V00378,Pending,INV202827,,
TXN0000281,V00534,2024-02-14,Invoice,4336.09,USD,1027,Payroll Tax,Transaction for V00534,Completed,INV577092,,
TXN0000282,V00177,2025-07-26,Invoice,1316.17,USD,1017,Rent,Transaction for V00177,Rejected,,REF17818,
TXN0000283,V00470,2023-08-16,Credit Memo,21.24,USD,1018,Utilities,Transaction for V00470,Completed,INV768990,REF32273,
TXN0000284,V00231,2024-04-15,Credit Memo,2125.07,USD,1013,Service Revenue,Transaction for V00231,Hold,INV392731,,
TXN0000285,V00390,2024-05-20,Credit Memo,9.94,USD,1009,Common Stock,Transaction for V00390,Pending,INV146372,,
TXN0000286,V00547,2025-10-29,Refund,53.53,USD,1006,Short-term Debt,Transaction for V00547,Hold,INV685616,REF63296,
TXN0000287,V00448,2023-09-29,Invoice,239.1,USD,1019,Office Supplies,Transaction for V00448,Hold,INV883586,REF69616,
TXN0000288,V00416,2023-10-11,Refund,200.73,USD,1023,Insurance,Transaction for V00416,Pending,INV174132,REF53634,
TXN0000289,V00416,2024-08-30,Payment,166.84,USD,1013,Service Revenue,Transaction for V00416,Rejected,INV157474,REF98428,
TXN0000290,V00113,2023-04-16,Expense,29.71,USD,1002,Inventory,Transaction for V00113,Rejected,,REF18782,
TXN0000291,V00188,2024-02-24,Invoice,432.71,USD,1013,Service Revenue,Transaction for V00188,Rejected,INV380345,REF65434,
TXN0000292,V00394,2023-05-10,Refund,1074.37,USD,1007,Long-term Debt,Transaction for V00394,Rejected,INV486028,REF18601,
TXN0000293,V00426,2025-07-26,Invoice,1513.28,USD,1006,Short-term Debt,Transaction for V00426,Rejected,,,
TXN0000294,V00177,2024-02-23,Credit Memo,150.38,USD,1026,Vendor Payments,Transaction for V00177,Completed,INV540538,REF94500,Data quality issue
TXN0000295,V00398,2024-01-23,Credit Memo,690.86,USD,1026,Vendor Payments,Transaction for V00398,Rejected,INV925045,REF87772,
TXN0000296,V00456,2025-12-21,Expense,50249.93,USD,1008,Accrued Expenses,Transaction for V00456,Completed,INV337798,REF47767,
TXN0000297,V00061,2023-04-07,Invoice,126.4,USD,1018,Utilities,Transaction for V00061,Completed,INV826515,REF30117,
TXN0000298,V00142,2023-08-28,Expense,561.07,USD,1028,Benefits,Transaction for V00142,Rejected,,REF14546,
TXN0000299,V00394,2024-12-05,Refund,127.19,USD,1001,Accounts Receivable,Transaction for V00394,Hold,INV580290,REF30454,Data quality issue
TXN0000300,V00353,2025-11-05,Credit Memo,300.26,USD,1018,Utilities,Transaction for V00353,Completed,INV863933,REF67947,
TXN0000301,V00171,2023-08-19,Credit Memo,2039.12,USD,1025,Depreciation,Transaction for V00171,Completed,INV196973,REF89711,
TXN0000302,V00043,2025-12-14,Payment,2819.14,USD,1001,Accounts Receivable,Transaction for V00043,Hold,INV191621,REF61697,
TXN0000303,V00148,2024-10-12,Refund,24337.53,USD,1009,Common Stock,Transaction for V00148,Rejected,INV112782,,
TXN0000304,V00090,2025-07-01,Refund,88.0,USD,1028,Benefits,Transaction for V00090,Hold,INV944809,REF65552,
TXN0000305,V00150,2025-04-28,Payment,162.47,USD,1021,Marketing,Transaction for V00150,Hold,,REF45825,
TXN0000306,V00120,2025-08-04,Invoice,212.1,USD,1012,Product Sales,Transaction for V00120,Hold,INV614416,,
TXN0000307,V00429,2024-09-14,Payment,2289.91,USD,1030,Research & Development,Transaction for V00429,Rejected,INV615780,REF94513,
TXN0000308,V00444,2023-09-02,Credit Memo,448.63,USD,1004,Prepaid Expenses,Transaction for V00444,Rejected,INV693047,REF43804,
TXN0000309,V00123,2025-09-01,Invoice,369.91,USD,1003,Equipment,Transaction for V00123,Rejected,INV826959,,
TXN0000310,V00153,2024-07-12,Payment,4121.36,USD,1022,Maintenance,Transaction for V00153,Rejected,INV769983,REF77353,
TXN0000311,V00262,2024-01-11,Expense,420.47,USD,1019,Office Supplies,Transaction for V00262,Rejected,,REF28837,Data quality issue
TXN0000312,V00087,2025-11-27,Invoice,32.95,USD,1021,Marketing,Transaction for V00087,Pending,INV627835,,
TXN0000313,V00117,2025-12-12,Payment,8.46,USD,1008,Accrued Expenses,Transaction for V00117,Hold,INV824619,REF67925,
TXN0000314,V00178,2025-12-07,Payment,3675.39,USD,1019,Office Supplies,Transaction for V00178,Pending,INV998435,REF39697,
TXN0000315,V00296,2024-03-05,Refund,19.65,USD,1001,Accounts Receivable,Transaction for V00296,Hold,,,
TXN0000316,V00434,2025-11-17,Payment,1890.29,USD,1016,Salaries & Wages,Transaction for V00434,Pending,INV110771,REF26225,
TXN0000317,V00191,2024-02-25,Credit Memo,846.94,USD,1017,Rent,Transaction for V00191,Rejected,INV996677,REF90341,
TXN0000318,V00127,2023-05-20,Invoice,2224.71,USD,1013,Service Revenue,Transaction for V00127,Rejected,,REF10567,
TXN0000319,V00517,2023-07-22,Refund,1554.46,USD,1011,Additional Paid-in Capital,Transaction for V00517,Pending,,REF59756,
TXN0000320,V00290,2025-11-19,Payment,65.03,USD,1020,Travel,Transaction for V00290,Hold,,,
TXN0000321,V00171,2024-08-13,Credit Memo,3067.99,USD,1029,Shipping & Logistics,Transaction for V00171,Rejected,INV981946,REF82602,
TXN0000322,V00200,2025-05-26,Expense,1277.86,USD,1030,Research & Development,Transaction for V00200,Completed,,REF98092,
TXN0000323,V00017,2025-06-16,Invoice,1051.19,USD,1006,Short-term Debt,Transaction for V00017,Pending,INV308757,REF87982,
TXN0000324,V00045,2025-04-07,Expense,710.82,USD,1031,Software Licenses,Transaction for V00045,Rejected,INV939892,REF62459,
TXN0000325,V00524,2025-04-08,Refund,217.63,USD,1016,Salaries & Wages,Transaction for V00524,Hold,INV241147,,
TXN0000326,V00254,2023-05-20,Credit Memo,11644.83,USD,1024,Professional Services,Transaction for V00254,Rejected,,REF22626,
TXN0000327,V00121,2025-11-30,Credit Memo,79.08,USD,1016,Salaries & Wages,Transaction for V00121,Rejected,INV666785,REF14141,
TXN0000328,V00142,2023-09-01,Refund,574.37,USD,1028,Benefits,Transaction for V00142,Pending,,REF49720,
TXN0000329,V00377,2023-12-03,Credit Memo,188.79,USD,1031,Software Licenses,Transaction for V00377,Hold,INV995852,,Data quality issue
TXN0000330,V00059,2024-06-23,Expense,2526.48,USD,1022,Maintenance,Transaction for V00059,Rejected,,REF26803,
TXN0000331,V00028,2024-12-15,Expense,526.93,USD,1027,Payroll Tax,Transaction for V00028,Rejected,INV159191,REF42455,
TXN0000332,V00425,2024-10-01,Payment,24.8,USD,1019,Office Supplies,Transaction for V00425,Rejected,,REF14899,
TXN0000333,V00528,2025-05-15,Refund,292.46,USD,1020,Travel,Transaction for V00528,Hold,INV202472,REF23114,
TXN0000334,V00108,2024-02-26,Invoice,8685.46,USD,1021,Marketing,Transaction for V00108,Rejected,INV557169,,
TXN0000335,V00549,2023-06-04,Invoice,573.25,USD,1025,Depreciation,Transaction for V00549,Pending,INV706279,,
TXN0000336,V00547,2023-05-18,Expense,1863.37,USD,1013,Service Revenue,Transaction for V00547,Pending,INV416509,REF49309,
TXN0000337,V00053,2024-10-03,Payment,395.78,USD,1011,Additional Paid-in Capital,Transaction for V00053,Completed,INV323297,REF71249,
TXN0000338,V00445,2025-12-27,Credit Memo,4479.17,USD,1003,Equipment,Transaction for V00445,Completed,INV254920,,
TXN0000339,V00421,2024-09-06,Refund,83.53,USD,1013,Service Revenue,Transaction for V00421,Rejected,INV777424,,
TXN0000340,V00290,2024-04-28,Invoice,12349.7,USD,1001,Accounts Receivable,Transaction for V00290,Rejected,INV687019,REF65314,
TXN0000341,V00416,2023-03-17,Payment,1110.12,USD,1011,Additional Paid-in Capital,Transaction for V00416,Hold,INV158014,REF21000,
TXN0000342,V00417,2024-09-02,Refund,1298.75,USD,1005,Accounts Payable,Transaction for V00417,Completed,INV698708,REF25812,
TXN0000343,V00116,2025-12-11,Credit Memo,435.48,USD,1021,Marketing,Transaction for V00116,Hold,INV880097,,
TXN0000344,V00383,2023-10-23,Refund,1117.22,USD,1028,Benefits,Transaction for V00383,Rejected,INV158642,REF59113,
TXN0000345,V00442,2023-08-20,Expense,91.34,USD,1009,Common Stock,Transaction for V00442,Hold,INV961264,REF94593,
TXN0000346,V00056,2023-03-13,Expense,511.15,USD,1015,Consulting,Transaction for V00056,Hold,INV834649,REF99816,
TXN0000347,V00398,2024-04-29,Expense,65067.96,USD,1016,Salaries & Wages,Transaction for V00398,Pending,INV893423,,
TXN0000348,V00325,2023-11-25,Payment,518.76,USD,1026,Vendor Payments,Transaction for V00325,Rejected,INV963185,REF74447,
TXN0000349,V00341,2025-04-25,Expense,175.42,USD,1010,Retained Earnings,Transaction for V00341,Pending,INV731364,REF81791,
TXN0000350,V00393,2025-07-17,Refund,7.34,USD,1011,Additional Paid-in Capital,Transaction for V00393,Completed,,,
TXN0000351,V00135,2023-06-18,Credit Memo,2.1,USD,1008,Accrued Expenses,Transaction for V00135,Hold,INV434914,REF27499,
TXN0000352,V00191,2024-11-01,Invoice,234.44,USD,1023,Insurance,Transaction for V00191,Hold,INV975224,REF39423,Data quality issue
TXN0000353,V00235,2023-02-17,Payment,36571.54,USD,1010,Retained Earnings,Transaction for V00235,Hold,INV729557,,Data quality issue
TXN0000354,V00226,2025-01-23,Refund,20.34,USD,1027,Payroll Tax,Transaction for V00226,Hold,,REF34975,
TXN0000355,V00444,2024-06-29,Expense,84.11,USD,1013,Service Revenue,Transaction for V00444,Completed,INV528368,REF13771,
TXN0000356,V00394,2024-06-20,Credit Memo,1693.09,USD,1023,Insurance,Transaction for V00394,Hold,,REF52368,
TXN0000357,V00278,2025-03-25,Payment,84.7,USD,1004,Prepaid Expenses,Transaction for V00278,Pending,,REF71726,
TXN0000358,V00108,2023-04-04,Refund,1640.12,USD,1019,Office Supplies,Transaction for V00108,Rejected,,REF15390,
TXN0000359,V00444,2024-06-17,Credit Memo,16561.18,USD,1020,Travel,Transaction for V00444,Hold,,,Data quality issue
TXN0000360,V00192,2023-09-19,Refund,70.9,USD,1023,Insurance,Transaction for V00192,Rejected,INV376002,REF44571,
TXN0000361,V00324,2025-06-11,Payment,333.08,USD,1028,Benefits,Transaction for V00324,Completed,,,Data quality issue
TXN0000362,V00313,2024-06-16,Payment,39.75,USD,1031,Software Licenses,Transaction for V00313,Hold,INV843470,REF69999,
TXN0000363,V00116,2023-10-31,Credit Memo,644.64,USD,1017,Rent,Transaction for V00116,Completed,INV104326,REF84814,
TXN0000364,V00444,2023-06-07,Payment,1932.56,USD,1021,Marketing,Transaction for V00444,Rejected,INV813702,,
TXN0000365,V00158,2023-08-06,Refund,3585.21,USD,1030,Research & Development,Transaction for V00158,Rejected,INV106087,REF15747,
TXN0000366,V00323,2025-07-16,Invoice,602.29,USD,1008,Accrued Expenses,Transaction for V00323,Pending,INV396698,REF17279,
TXN0000367,V00010,2025-02-20,Payment,3881.07,USD,1005,Accounts Payable,Transaction for V00010,Completed,,REF47347,
TXN0000368,V00462,2023-11-12,Credit Memo,42570.26,USD,1019,Office Supplies,Transaction for V00462,Completed,INV200780,REF77194,
TXN0000369,V00488,2025-07-01,Expense,294.77,USD,1027,Payroll Tax,Transaction for V00488,Completed,INV546711,,
TXN0000370,V00245,2025-08-07,Refund,5946.02,USD,1009,Common Stock,Transaction for V00245,Pending,INV558600,,
TXN0000371,V00112,2024-09-07,Expense,204.77,USD,1027,Payroll Tax,Transaction for V00112,Pending,INV147285,REF76932,
TXN0000372,V00225,2023-07-13,Expense,85.74,USD,1016,Salaries & Wages,Transaction for V00225,Rejected,INV905984,REF24933,
TXN0000373,V00122,2025-08-05,Expense,564.25,USD,1019,Office Supplies,Transaction for V00122,Hold,INV571804,REF44743,
TXN0000374,V00296,2024-01-19,Payment,242.77,USD,1016,Salaries & Wages,Transaction for V00296,Hold,INV106131,REF11743,
TXN0000375,V00053,2025-09-04,Expense,13742.09,USD,1031,Software Licenses,Transaction for V00053,Rejected,INV823825,REF49669,Data quality issue
TXN0000376,V00290,2023-10-04,Payment,8.89,USD,1012,Product Sales,Transaction for V00290,Completed,INV252205,REF67119,
TXN0000377,V00043,2024-01-26,Invoice,44.37,USD,1010,Retained Earnings,Transaction for V00043,Hold,INV594392,,
TXN0000378,V00226,2024-05-11,Payment,676.14,USD,1025,Depreciation,Transaction for V00226,Rejected,,REF66595,
TXN0000379,V00262,2025-10-12,Refund,166.77,USD,1025,Depreciation,Transaction for V00262,Hold,INV163653,REF65312,
TXN0000380,V00245,2023-05-11,Payment,0.25,USD,1030,Research & Development,Transaction for V00245,Hold,INV777568,REF67177,Data quality issue
TXN0000381,V00434,2024-08-12,Credit Memo,179.78,USD,1021,Marketing,Transaction for V00434,Hold,,,
TXN0000382,V00369,2025-05-03,Credit Memo,1350.3,USD,1010,Retained Earnings,Transaction for V00369,Completed,INV885650,,
TXN0000383,V00504,2023-12-21,Expense,11.61,USD,1031,Software Licenses,Transaction for V00504,Completed,INV149334,REF57026,
TXN0000384,V00507,2025-01-01,Payment,480.27,USD,1002,Inventory,Transaction for V00507,Rejected,INV747561,,
TXN0000385,V00178,2025-09-23,Invoice,849.72,USD,1017,Rent,Transaction for V00178,Pending,INV559094,REF24539,
